head,relation,tail,scenario,source,evidence,confidence,weight,review_status,feedback_count,accepted_count,rejected_count
PillObject,HAS_ANOMALY,ContaminationDefect,mvtec,mvtec_calibrated_source_label,Local calibrated MVTec producer records preserve the source object folder and defect label; PillObject is observed with ContaminationDefect evidence in the sampled paper pipeline records.,0.82,0.18,auto,0,0,0
PillObject,HAS_ANOMALY,CrackDefect,mvtec,mvtec_calibrated_source_label,Local calibrated MVTec producer records preserve the source object folder and defect label; PillObject is observed with CrackDefect evidence in the sampled paper pipeline records.,0.82,0.18,auto,0,0,0
PillObject,HAS_ANOMALY,FaultyImprintDefect,mvtec,mvtec_calibrated_source_label,Local calibrated MVTec producer records preserve the source object folder and defect label; PillObject is observed with FaultyImprintDefect evidence in the sampled paper pipeline records.,0.82,0.18,auto,0,0,0
PillObject,HAS_ANOMALY,ScratchDefect,mvtec,mvtec_calibrated_source_label,Local calibrated MVTec producer records preserve the source object folder and defect label; PillObject is observed with ScratchDefect evidence in the sampled paper pipeline records.,0.82,0.18,auto,0,0,0
PillObject,SUGGESTS_PLAUSIBLE_MECHANISM,PillCoatingOrHandling,mvtec,mvtec_object_specific_visual_rule,"MVTec AD provides object-level defect test images and pixel anomaly masks; for the Pill object, source label 'color, contamination, crack, scratch' is mapped to Pill coating or handling as an object-specific candidate investigation target. This is a low-confidence KG constraint for explanation coverage, not a confirmed root-cause label.",0.68,0.32,auto,0,0,0
PokeDefect,HAS_MORPHOLOGY,SpotMorphology,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'Poke' cases are represented with 'spot' morphology in the adapter pipeline table.,0.78,0.22,auto,0,0,0
PokeDefect,HAS_PLAUSIBLE_CAUSE,HandlingDamage,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'Poke' is mapped to Handling damage as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.66,0.34,auto,0,0,0
PokeDefect,HAS_PLAUSIBLE_CAUSE,MechanicalContact,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'Poke' is mapped to Mechanical contact as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.66,0.34,auto,0,0,0
PokeDefect,OCCURS_ON,SurfaceLocation,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'Poke' cases are represented at 'surface' location in the adapter pipeline table.,0.74,0.26,auto,0,0,0
PokeInsulationDefect,HAS_MORPHOLOGY,SpotMorphology,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'PokeInsulation' cases are represented with 'spot' morphology in the adapter pipeline table.,0.78,0.22,auto,0,0,0
PokeInsulationDefect,HAS_PLAUSIBLE_CAUSE,CableInsulationDamage,mvtec,mvtec_object_specific_visual_rule,"MVTec AD provides object-level defect test images and pixel anomaly masks; for the Cable object, source label 'PokeInsulation' is mapped to Cable insulation damage as an object-specific candidate investigation target. This is a low-confidence KG constraint for explanation coverage, not a confirmed root-cause label.",0.68,0.32,auto,0,0,0
PokeInsulationDefect,HAS_PLAUSIBLE_CAUSE,HandlingDamage,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'PokeInsulation' is mapped to Handling damage as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.66,0.34,auto,0,0,0
PokeInsulationDefect,HAS_PLAUSIBLE_CAUSE,MechanicalContact,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'PokeInsulation' is mapped to Mechanical contact as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.66,0.34,auto,0,0,0
PokeInsulationDefect,OCCURS_ON,SurfaceLocation,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'PokeInsulation' cases are represented at 'surface' location in the adapter pipeline table.,0.74,0.26,auto,0,0,0
PrintDefect,HAS_MORPHOLOGY,LinearMorphology,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'Print' cases are represented with 'linear' morphology in the adapter pipeline table.,0.78,0.22,auto,0,0,0
PrintDefect,HAS_PLAUSIBLE_CAUSE,GenericVisualDefectMechanism,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'Print' is mapped to Generic visual defect mechanism as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.58,0.42,auto,0,0,0
PrintDefect,HAS_PLAUSIBLE_CAUSE,TextureIrregularity,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'Print' is mapped to Texture irregularity as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.66,0.34,auto,0,0,0
PrintDefect,OCCURS_ON,SurfaceLocation,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'Print' cases are represented at 'surface' location in the adapter pipeline table.,0.74,0.26,auto,0,0,0
RoughDefect,HAS_MORPHOLOGY,SpotMorphology,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'Rough' cases are represented with 'spot' morphology in the adapter pipeline table.,0.78,0.22,auto,0,0,0
RoughDefect,HAS_PLAUSIBLE_CAUSE,GenericVisualDefectMechanism,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'Rough' is mapped to Generic visual defect mechanism as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.58,0.42,auto,0,0,0
RoughDefect,HAS_PLAUSIBLE_CAUSE,TextureIrregularity,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'Rough' is mapped to Texture irregularity as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.66,0.34,auto,0,0,0
RoughDefect,OCCURS_ON,EdgeLocation,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'Rough' cases are represented at 'edge' location in the adapter pipeline table.,0.74,0.26,auto,0,0,0
RoughDefect,OCCURS_ON,SurfaceLocation,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'Rough' cases are represented at 'surface' location in the adapter pipeline table.,0.74,0.26,auto,0,0,0
ScratchHeadDefect,HAS_MORPHOLOGY,SpotMorphology,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'ScratchHead' cases are represented with 'spot' morphology in the adapter pipeline table.,0.78,0.22,auto,0,0,0
ScratchHeadDefect,HAS_PLAUSIBLE_CAUSE,MechanicalContact,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'ScratchHead' is mapped to Mechanical contact as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.66,0.34,auto,0,0,0
ScratchHeadDefect,HAS_PLAUSIBLE_CAUSE,ScrewThreadOrHeadDamage,mvtec,mvtec_object_specific_visual_rule,"MVTec AD provides object-level defect test images and pixel anomaly masks; for the Screw object, source label 'ScratchHead' is mapped to Screw thread or head damage as an object-specific candidate investigation target. This is a low-confidence KG constraint for explanation coverage, not a confirmed root-cause label.",0.68,0.32,auto,0,0,0
ScratchHeadDefect,HAS_PLAUSIBLE_CAUSE,SurfaceWear,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'ScratchHead' is mapped to Surface wear as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.66,0.34,auto,0,0,0
ScratchHeadDefect,OCCURS_ON,SurfaceLocation,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'ScratchHead' cases are represented at 'surface' location in the adapter pipeline table.,0.74,0.26,auto,0,0,0
ScratchNeckDefect,HAS_MORPHOLOGY,LinearMorphology,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'ScratchNeck' cases are represented with 'linear' morphology in the adapter pipeline table.,0.78,0.22,auto,0,0,0
ScratchNeckDefect,HAS_PLAUSIBLE_CAUSE,MechanicalContact,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'ScratchNeck' is mapped to Mechanical contact as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.66,0.34,auto,0,0,0
ScratchNeckDefect,HAS_PLAUSIBLE_CAUSE,ScrewThreadOrHeadDamage,mvtec,mvtec_object_specific_visual_rule,"MVTec AD provides object-level defect test images and pixel anomaly masks; for the Screw object, source label 'ScratchNeck' is mapped to Screw thread or head damage as an object-specific candidate investigation target. This is a low-confidence KG constraint for explanation coverage, not a confirmed root-cause label.",0.68,0.32,auto,0,0,0
ScratchNeckDefect,HAS_PLAUSIBLE_CAUSE,SurfaceWear,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'ScratchNeck' is mapped to Surface wear as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.66,0.34,auto,0,0,0
ScratchNeckDefect,OCCURS_ON,SurfaceLocation,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'ScratchNeck' cases are represented at 'surface' location in the adapter pipeline table.,0.74,0.26,auto,0,0,0
ScrewObject,HAS_ANOMALY,ManipulatedFrontDefect,mvtec,mvtec_calibrated_source_label,Local calibrated MVTec producer records preserve the source object folder and defect label; ScrewObject is observed with ManipulatedFrontDefect evidence in the sampled paper pipeline records.,0.82,0.18,auto,0,0,0
ScrewObject,HAS_ANOMALY,ScratchHeadDefect,mvtec,mvtec_calibrated_source_label,Local calibrated MVTec producer records preserve the source object folder and defect label; ScrewObject is observed with ScratchHeadDefect evidence in the sampled paper pipeline records.,0.82,0.18,auto,0,0,0
ScrewObject,HAS_ANOMALY,ScratchNeckDefect,mvtec,mvtec_calibrated_source_label,Local calibrated MVTec producer records preserve the source object folder and defect label; ScrewObject is observed with ScratchNeckDefect evidence in the sampled paper pipeline records.,0.82,0.18,auto,0,0,0
ScrewObject,HAS_ANOMALY,ThreadSideDefect,mvtec,mvtec_calibrated_source_label,Local calibrated MVTec producer records preserve the source object folder and defect label; ScrewObject is observed with ThreadSideDefect evidence in the sampled paper pipeline records.,0.82,0.18,auto,0,0,0
ScrewObject,HAS_ANOMALY,ThreadTopDefect,mvtec,mvtec_calibrated_source_label,Local calibrated MVTec producer records preserve the source object folder and defect label; ScrewObject is observed with ThreadTopDefect evidence in the sampled paper pipeline records.,0.82,0.18,auto,0,0,0
ScrewObject,SUGGESTS_PLAUSIBLE_MECHANISM,ScrewThreadOrHeadDamage,mvtec,mvtec_object_specific_visual_rule,"MVTec AD provides object-level defect test images and pixel anomaly masks; for the Screw object, source label 'manipulated front, scratch head, scratch neck, thread side, thread top' is mapped to Screw thread or head damage as an object-specific candidate investigation target. This is a low-confidence KG constraint for explanation coverage, not a confirmed root-cause label.",0.68,0.32,auto,0,0,0
SplitTeethDefect,HAS_MORPHOLOGY,LinearMorphology,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'SplitTeeth' cases are represented with 'linear' morphology in the adapter pipeline table.,0.78,0.22,auto,0,0,0
SplitTeethDefect,HAS_PLAUSIBLE_CAUSE,ComponentDamage,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'SplitTeeth' is mapped to Component damage as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.66,0.34,auto,0,0,0
SplitTeethDefect,HAS_PLAUSIBLE_CAUSE,HandlingDamage,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'SplitTeeth' is mapped to Handling damage as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.66,0.34,auto,0,0,0
SplitTeethDefect,HAS_PLAUSIBLE_CAUSE,ZipperTeethAssembly,mvtec,mvtec_object_specific_visual_rule,"MVTec AD provides object-level defect test images and pixel anomaly masks; for the Zipper object, source label 'SplitTeeth' is mapped to Zipper teeth assembly as an object-specific candidate investigation target. This is a low-confidence KG constraint for explanation coverage, not a confirmed root-cause label.",0.68,0.32,auto,0,0,0
SplitTeethDefect,OCCURS_ON,EdgeLocation,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'SplitTeeth' cases are represented at 'edge' location in the adapter pipeline table.,0.74,0.26,auto,0,0,0
SqueezeDefect,HAS_MORPHOLOGY,SpotMorphology,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'Squeeze' cases are represented with 'spot' morphology in the adapter pipeline table.,0.78,0.22,auto,0,0,0
SqueezeDefect,HAS_PLAUSIBLE_CAUSE,CapsuleShellDamage,mvtec,mvtec_object_specific_visual_rule,"MVTec AD provides object-level defect test images and pixel anomaly masks; for the Capsule object, source label 'Squeeze' is mapped to Capsule shell damage as an object-specific candidate investigation target. This is a low-confidence KG constraint for explanation coverage, not a confirmed root-cause label.",0.68,0.32,auto,0,0,0
SqueezeDefect,OCCURS_ON,SurfaceLocation,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'Squeeze' cases are represented at 'surface' location in the adapter pipeline table.,0.74,0.26,auto,0,0,0
SqueezedTeethDefect,HAS_MORPHOLOGY,SpotMorphology,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'SqueezedTeeth' cases are represented with 'spot' morphology in the adapter pipeline table.,0.78,0.22,auto,0,0,0
SqueezedTeethDefect,HAS_PLAUSIBLE_CAUSE,HandlingDamage,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'SqueezedTeeth' is mapped to Handling damage as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.66,0.34,auto,0,0,0
SqueezedTeethDefect,HAS_PLAUSIBLE_CAUSE,PackagingPressure,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'SqueezedTeeth' is mapped to Packaging pressure as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.66,0.34,auto,0,0,0
SqueezedTeethDefect,HAS_PLAUSIBLE_CAUSE,ZipperTeethAssembly,mvtec,mvtec_object_specific_visual_rule,"MVTec AD provides object-level defect test images and pixel anomaly masks; for the Zipper object, source label 'SqueezedTeeth' is mapped to Zipper teeth assembly as an object-specific candidate investigation target. This is a low-confidence KG constraint for explanation coverage, not a confirmed root-cause label.",0.68,0.32,auto,0,0,0
SqueezedTeethDefect,OCCURS_ON,SurfaceLocation,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'SqueezedTeeth' cases are represented at 'surface' location in the adapter pipeline table.,0.74,0.26,auto,0,0,0
ThreadDefect,HAS_MORPHOLOGY,LinearMorphology,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'Thread' cases are represented with 'linear' morphology in the adapter pipeline table.,0.78,0.22,auto,0,0,0
ThreadDefect,HAS_PLAUSIBLE_CAUSE,GenericVisualDefectMechanism,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'Thread' is mapped to Generic visual defect mechanism as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.58,0.42,auto,0,0,0
ThreadDefect,HAS_PLAUSIBLE_CAUSE,TextureIrregularity,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'Thread' is mapped to Texture irregularity as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.66,0.34,auto,0,0,0
ThreadDefect,OCCURS_ON,EdgeLocation,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'Thread' cases are represented at 'edge' location in the adapter pipeline table.,0.74,0.26,auto,0,0,0
ThreadDefect,OCCURS_ON,SurfaceLocation,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'Thread' cases are represented at 'surface' location in the adapter pipeline table.,0.74,0.26,auto,0,0,0
ThreadSideDefect,HAS_MORPHOLOGY,LinearMorphology,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'ThreadSide' cases are represented with 'linear' morphology in the adapter pipeline table.,0.78,0.22,auto,0,0,0
ThreadSideDefect,HAS_PLAUSIBLE_CAUSE,GenericVisualDefectMechanism,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'ThreadSide' is mapped to Generic visual defect mechanism as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.58,0.42,auto,0,0,0
ThreadSideDefect,HAS_PLAUSIBLE_CAUSE,ScrewThreadOrHeadDamage,mvtec,mvtec_object_specific_visual_rule,"MVTec AD provides object-level defect test images and pixel anomaly masks; for the Screw object, source label 'ThreadSide' is mapped to Screw thread or head damage as an object-specific candidate investigation target. This is a low-confidence KG constraint for explanation coverage, not a confirmed root-cause label.",0.68,0.32,auto,0,0,0
ThreadSideDefect,HAS_PLAUSIBLE_CAUSE,TextureIrregularity,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'ThreadSide' is mapped to Texture irregularity as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.66,0.34,auto,0,0,0
ThreadSideDefect,OCCURS_ON,SurfaceLocation,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'ThreadSide' cases are represented at 'surface' location in the adapter pipeline table.,0.74,0.26,auto,0,0,0
ThreadTopDefect,HAS_MORPHOLOGY,SpotMorphology,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'ThreadTop' cases are represented with 'spot' morphology in the adapter pipeline table.,0.78,0.22,auto,0,0,0
ThreadTopDefect,HAS_PLAUSIBLE_CAUSE,GenericVisualDefectMechanism,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'ThreadTop' is mapped to Generic visual defect mechanism as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.58,0.42,auto,0,0,0
ThreadTopDefect,HAS_PLAUSIBLE_CAUSE,ScrewThreadOrHeadDamage,mvtec,mvtec_object_specific_visual_rule,"MVTec AD provides object-level defect test images and pixel anomaly masks; for the Screw object, source label 'ThreadTop' is mapped to Screw thread or head damage as an object-specific candidate investigation target. This is a low-confidence KG constraint for explanation coverage, not a confirmed root-cause label.",0.68,0.32,auto,0,0,0
ThreadTopDefect,HAS_PLAUSIBLE_CAUSE,TextureIrregularity,mvtec,mvtec_plausible_visual_mechanism,"MVTec AD is an industrial anomaly detection/localization benchmark with defect test images and pixel-level anomaly annotations; source label 'ThreadTop' is mapped to Texture irregularity as a candidate visual investigation path for KGTraceVis, not a confirmed root-cause label.",0.66,0.34,auto,0,0,0
ThreadTopDefect,OCCURS_ON,SurfaceLocation,mvtec,mvtec_mask_geometry,The MVTec adapter converts source labels and mask geometry into normalized evidence; sampled 'ThreadTop' cases are represented at 'surface' location in the adapter pipeline table.,0.74,0.26,auto,0,0,0
TileObject,HAS_ANOMALY,CrackDefect,mvtec,mvtec_calibrated_source_label,Local calibrated MVTec producer records preserve the source object folder and defect label; TileObject is observed with CrackDefect evidence in the sampled paper pipeline records.,0.82,0.18,auto,0,0,0
TileObject,HAS_ANOMALY,GlueStripDefect,mvtec,mvtec_calibrated_source_label,Local calibrated MVTec producer records preserve the source object folder and defect label; TileObject is observed with GlueStripDefect evidence in the sampled paper pipeline records.,0.82,0.18,auto,0,0,0
TileObject,HAS_ANOMALY,GrayStrokeDefect,mvtec,mvtec_calibrated_source_label,Local calibrated MVTec producer records preserve the source object folder and defect label; TileObject is observed with GrayStrokeDefect evidence in the sampled paper pipeline records.,0.82,0.18,auto,0,0,0
TileObject,HAS_ANOMALY,OilDefect,mvtec,mvtec_calibrated_source_label,Local calibrated MVTec producer records preserve the source object folder and defect label; TileObject is observed with OilDefect evidence in the sampled paper pipeline records.,0.82,0.18,auto,0,0,0
TileObject,HAS_ANOMALY,RoughDefect,mvtec,mvtec_calibrated_source_label,Local calibrated MVTec producer records preserve the source object folder and defect label; TileObject is observed with RoughDefect evidence in the sampled paper pipeline records.,0.82,0.18,auto,0,0,0
TileObject,SUGGESTS_PLAUSIBLE_MECHANISM,TextureSurfaceContamination,mvtec,mvtec_object_specific_visual_rule,"MVTec AD provides object-level defect test images and pixel anomaly masks; for the Tile object, source label 'glue strip, oil, rough' is mapped to Texture surface contamination as an object-specific candidate investigation target. This is a low-confidence KG constraint for explanation coverage, not a confirmed root-cause label.",0.68,0.32,auto,0,0,0
ToothbrushObject,HAS_ANOMALY,DefectiveDefect,mvtec,mvtec_calibrated_source_label,Local calibrated MVTec producer records preserve the source object folder and defect label; ToothbrushObject is observed with DefectiveDefect evidence in the sampled paper pipeline records.,0.82,0.18,auto,0,0,0
TransistorObject,HAS_ANOMALY,BentLeadDefect,mvtec,mvtec_calibrated_source_label,Local calibrated MVTec producer records preserve the source object folder and defect label; TransistorObject is observed with BentLeadDefect evidence in the sampled paper pipeline records.,0.82,0.18,auto,0,0,0
TransistorObject,HAS_ANOMALY,CutLeadDefect,mvtec,mvtec_calibrated_source_label,Local calibrated MVTec producer records preserve the source object folder and defect label; TransistorObject is observed with CutLeadDefect evidence in the sampled paper pipeline records.,0.82,0.18,auto,0,0,0
TransistorObject,HAS_ANOMALY,DamagedCaseDefect,mvtec,mvtec_calibrated_source_label,Local calibrated MVTec producer records preserve the source object folder and defect label; TransistorObject is observed with DamagedCaseDefect evidence in the sampled paper pipeline records.,0.82,0.18,auto,0,0,0
TransistorObject,HAS_ANOMALY,MisplacedDefect,mvtec,mvtec_calibrated_source_label,Local calibrated MVTec producer records preserve the source object folder and defect label; TransistorObject is observed with MisplacedDefect evidence in the sampled paper pipeline records.,0.82,0.18,auto,0,0,0
TransistorObject,SUGGESTS_PLAUSIBLE_MECHANISM,TransistorLeadAssembly,mvtec,mvtec_object_specific_visual_rule,"MVTec AD provides object-level defect test images and pixel anomaly masks; for the Transistor object, source label 'bent lead, cut lead, damaged case, misplaced' is mapped to Transistor lead assembly as an object-specific candidate investigation target. This is a low-confidence KG constraint for explanation coverage, not a confirmed root-cause label.",0.68,0.32,auto,0,0,0
WoodObject,HAS_ANOMALY,ColorDefect,mvtec,mvtec_calibrated_source_label,Local calibrated MVTec producer records preserve the source object folder and defect label; WoodObject is observed with ColorDefect evidence in the sampled paper pipeline records.,0.82,0.18,auto,0,0,0
WoodObject,HAS_ANOMALY,CombinedDefect,mvtec,mvtec_calibrated_source_label,Local calibrated MVTec producer records preserve the source object folder and defect label; WoodObject is observed with CombinedDefect evidence in the sampled paper pipeline records.,0.82,0.18,auto,0,0,0
WoodObject,HAS_ANOMALY,HoleDefect,mvtec,mvtec_calibrated_source_label,Local calibrated MVTec producer records preserve the source object folder and defect label; WoodObject is observed with HoleDefect evidence in the sampled paper pipeline records.,0.82,0.18,auto,0,0,0
WoodObject,HAS_ANOMALY,LiquidDefect,mvtec,mvtec_calibrated_source_label,Local calibrated MVTec producer records preserve the source object folder and defect label; WoodObject is observed with LiquidDefect evidence in the sampled paper pipeline records.,0.82,0.18,auto,0,0,0
WoodObject,HAS_ANOMALY,ScratchDefect,mvtec,mvtec_calibrated_source_label,Local calibrated MVTec producer records preserve the source object folder and defect label; WoodObject is observed with ScratchDefect evidence in the sampled paper pipeline records.,0.82,0.18,auto,0,0,0
WoodObject,SUGGESTS_PLAUSIBLE_MECHANISM,TextureSurfaceContamination,mvtec,mvtec_object_specific_visual_rule,"MVTec AD provides object-level defect test images and pixel anomaly masks; for the Wood object, source label 'color, liquid' is mapped to Texture surface contamination as an object-specific candidate investigation target. This is a low-confidence KG constraint for explanation coverage, not a confirmed root-cause label.",0.68,0.32,auto,0,0,0
ZipperObject,HAS_ANOMALY,BrokenTeethDefect,mvtec,mvtec_calibrated_source_label,Local calibrated MVTec producer records preserve the source object folder and defect label; ZipperObject is observed with BrokenTeethDefect evidence in the sampled paper pipeline records.,0.82,0.18,auto,0,0,0
ZipperObject,HAS_ANOMALY,CombinedDefect,mvtec,mvtec_calibrated_source_label,Local calibrated MVTec producer records preserve the source object folder and defect label; ZipperObject is observed with CombinedDefect evidence in the sampled paper pipeline records.,0.82,0.18,auto,0,0,0
ZipperObject,HAS_ANOMALY,FabricBorderDefect,mvtec,mvtec_calibrated_source_label,Local calibrated MVTec producer records preserve the source object folder and defect label; ZipperObject is observed with FabricBorderDefect evidence in the sampled paper pipeline records.,0.82,0.18,auto,0,0,0
ZipperObject,HAS_ANOMALY,FabricInteriorDefect,mvtec,mvtec_calibrated_source_label,Local calibrated MVTec producer records preserve the source object folder and defect label; ZipperObject is observed with FabricInteriorDefect evidence in the sampled paper pipeline records.,0.82,0.18,auto,0,0,0
ZipperObject,HAS_ANOMALY,RoughDefect,mvtec,mvtec_calibrated_source_label,Local calibrated MVTec producer records preserve the source object folder and defect label; ZipperObject is observed with RoughDefect evidence in the sampled paper pipeline records.,0.82,0.18,auto,0,0,0
ZipperObject,HAS_ANOMALY,SplitTeethDefect,mvtec,mvtec_calibrated_source_label,Local calibrated MVTec producer records preserve the source object folder and defect label; ZipperObject is observed with SplitTeethDefect evidence in the sampled paper pipeline records.,0.82,0.18,auto,0,0,0
ZipperObject,HAS_ANOMALY,SqueezedTeethDefect,mvtec,mvtec_calibrated_source_label,Local calibrated MVTec producer records preserve the source object folder and defect label; ZipperObject is observed with SqueezedTeethDefect evidence in the sampled paper pipeline records.,0.82,0.18,auto,0,0,0
ZipperObject,SUGGESTS_PLAUSIBLE_MECHANISM,ZipperTeethAssembly,mvtec,mvtec_object_specific_visual_rule,"MVTec AD provides object-level defect test images and pixel anomaly masks; for the Zipper object, source label 'broken teeth, split teeth, squeezed teeth' is mapped to Zipper teeth assembly as an object-specific candidate investigation target. This is a low-confidence KG constraint for explanation coverage, not a confirmed root-cause label.",0.68,0.32,auto,0,0,0
